code,description
T86841,corneal transplant failure
T868411,corneal transplant failure right eye
T868412,corneal transplant failure left eye
T868413,corneal transplant failure bilateral
T868419,corneal transplant failure unspecified eye
T86842,corneal transplant infection
T868421,corneal transplant infection right eye
T868422,corneal transplant infection left eye
T868423,corneal transplant infection bilateral
T868429,corneal transplant infection unspecified eye
T86848,other complications of corneal transplant
T868481,other complications of corneal transplant right eye
T868482,other complications of corneal transplant left eye
T868483,other complications of corneal transplant bilateral
T868489,other complications of corneal transplant unspecified eye
T86849,unspecified complication of corneal transplant
T868491,unspecified complication of corneal transplant right eye
T868492,unspecified complication of corneal transplant left eye
T868493,unspecified complication of corneal transplant bilateral
T868499,unspecified complication of corneal transplant unspecified eye
T86850,intestine transplant rejection
T86851,intestine transplant failure
T86852,intestine transplant infection
T86858,other complications of intestine transplant
T86859,unspecified complication of intestine transplant
T86890,other transplanted tissue rejection
T86891,other transplanted tissue failure
T86892,other transplanted tissue infection
T86898,other complications of other transplanted tissue
T86899,unspecified complication of other transplanted tissue
T8690,unspecified complication of unspecified transplanted organ and tissue
T8691,unspecified transplanted organ and tissue rejection
T8692,unspecified transplanted organ and tissue failure
T8693,unspecified transplanted organ and tissue infection
T8699,other complications of unspecified transplanted organ and tissue
T870X1,complications of reattached part of right upper extremity
T870X2,complications of reattached part of left upper extremity
T870X9,complications of reattached part of unspecified upper extremity
T871X1,complications of reattached part of right lower extremity
T871X2,complications of reattached part of left lower extremity
T871X9,complications of reattached part of unspecified lower extremity
T872,complications of other reattached body part
T8730,neuroma of amputation stump unspecified extremity
T8731,neuroma of amputation stump right upper extremity
T8732,neuroma of amputation stump left upper extremity
T8733,neuroma of amputation stump right lower extremity
T8734,neuroma of amputation stump left lower extremity
T8740,infection of amputation stump unspecified extremity
T8741,infection of amputation stump right upper extremity
T8742,infection of amputation stump left upper extremity
T8743,infection of amputation stump right lower extremity
T8744,infection of amputation stump left lower extremity
T8750,necrosis of amputation stump unspecified extremity
T8751,necrosis of amputation stump right upper extremity
T8752,necrosis of amputation stump left upper extremity
T8753,necrosis of amputation stump right lower extremity
T8754,necrosis of amputation stump left lower extremity
T8781,dehiscence of amputation stump
T8789,other complications of amputation stump
T879,unspecified complications of amputation stump
T880XXA,infection following immunization initial encounter
T880XXD,infection following immunization subsequent encounter
T880XXS,infection following immunization sequela
T881XXA,other complications following immunization not elsewhere classified initial encounter
T881XXD,other complications following immunization not elsewhere classified subsequent encounter
T881XXS,other complications following immunization not elsewhere classified sequela
T882XXA,shock due to anesthesia initial encounter
T882XXD,shock due to anesthesia subsequent encounter
T882XXS,shock due to anesthesia sequela
T883XXA,malignant hyperthermia due to anesthesia initial encounter
T883XXD,malignant hyperthermia due to anesthesia subsequent encounter
T883XXS,malignant hyperthermia due to anesthesia sequela
T884XXA,failed or difficult intubation initial encounter
T884XXD,failed or difficult intubation subsequent encounter
T884XXS,failed or difficult intubation sequela
T8851XA,hypothermia following anesthesia initial encounter
T8851XD,hypothermia following anesthesia subsequent encounter
T8851XS,hypothermia following anesthesia sequela
T8852XA,failed moderate sedation during procedure initial encounter
T8852XD,failed moderate sedation during procedure subsequent encounter
T8852XS,failed moderate sedation during procedure sequela
T8853XA,unintended awareness under general anesthesia during procedure initial encounter
T8853XD,unintended awareness under general anesthesia during procedure subsequent encounter
T8853XS,unintended awareness under general anesthesia during procedure sequela
T8859XA,other complications of anesthesia initial encounter
T8859XD,other complications of anesthesia subsequent encounter
T8859XS,other complications of anesthesia sequela
T886XXA,anaphylactic reaction due to adverse effect of correct drug or medicament properly administered initial encounter
T886XXD,anaphylactic reaction due to adverse effect of correct drug or medicament properly administered subsequent encounter
T886XXS,anaphylactic reaction due to adverse effect of correct drug or medicament properly administered sequela
U070,vapingrelated disorder
U071,covid19
U099,post covid19 condition unspecified
V0001XA,pedestrian on foot injured in collision with rollerskater initial encounter
V0001XD,pedestrian on foot injured in collision with rollerskater subsequent encounter
V0001XS,pedestrian on foot injured in collision with rollerskater sequela
V0002XA,pedestrian on foot injured in collision with skateboarder initial encounter
V0002XD,pedestrian on foot injured in collision with skateboarder subsequent encounter
V0002XS,pedestrian on foot injured in collision with skateboarder sequela
V00031A,pedestrian on foot injured in collision with rider of standing electric scooter initial encounter
V00031D,pedestrian on foot injured in collision with rider of standing electric scooter subsequent encounter
V00031S,pedestrian on foot injured in collision with rider of standing electric scooter sequela
V00038A,pedestrian on foot injured in collision with rider of other standing micromobility pedestrian conveyance initial encounter
V00038D,pedestrian on foot injured in collision with rider of other standing micromobility pedestrian conveyance subsequent encounter
V00038S,pedestrian on foot injured in collision with rider of other standing micromobility pedestrian conveyance sequela
V0009XA,pedestrian on foot injured in collision with other pedestrian conveyance initial encounter
V0009XD,pedestrian on foot injured in collision with other pedestrian conveyance subsequent encounter
V0009XS,pedestrian on foot injured in collision with other pedestrian conveyance sequela
V00111A,fall from inline rollerskates initial encounter
V00111D,fall from inline rollerskates subsequent encounter
V00111S,fall from inline rollerskates sequela
V00112A,inline rollerskater colliding with stationary object initial encounter
V00112D,inline rollerskater colliding with stationary object subsequent encounter
V00112S,inline rollerskater colliding with stationary object sequela
V00118A,other inline rollerskate accident initial encounter
V00118D,other inline rollerskate accident subsequent encounter
V00118S,other inline rollerskate accident sequela
V00121A,fall from noninline rollerskates initial encounter
V00121D,fall from noninline rollerskates subsequent encounter
V00121S,fall from noninline rollerskates sequela
V00122A,noninline rollerskater colliding with stationary object initial encounter
V00122D,noninline rollerskater colliding with stationary object subsequent encounter
V00122S,noninline rollerskater colliding with stationary object sequela
V00128A,other noninline rollerskating accident initial encounter
V00128D,other noninline rollerskating accident subsequent encounter
V00128S,other noninline rollerskating accident sequela
V00131A,fall from skateboard initial encounter
V00131D,fall from skateboard subsequent encounter
V00131S,fall from skateboard sequela
V00132A,skateboarder colliding with stationary object initial encounter
V00132D,skateboarder colliding with stationary object subsequent encounter
V00132S,skateboarder colliding with stationary object sequela
V00138A,other skateboard accident initial encounter
V00138D,other skateboard accident subsequent encounter
V00138S,other skateboard accident sequela
V00141A,fall from scooter nonmotorized initial encounter
V00141D,fall from scooter nonmotorized subsequent encounter
V00141S,fall from scooter nonmotorized sequela
V00142A,scooter nonmotorized colliding with stationary object initial encounter
V00142D,scooter nonmotorized colliding with stationary object subsequent encounter
V00142S,scooter nonmotorized colliding with stationary object sequela
V00148A,other scooter nonmotorized accident initial encounter
V00148D,other scooter nonmotorized accident subsequent encounter
V00148S,other scooter nonmotorized accident sequela
V00151A,fall from heelies initial encounter
V00151D,fall from heelies subsequent encounter
V00151S,fall from heelies sequela
V00152A,heelies colliding with stationary object initial encounter
V00152D,heelies colliding with stationary object subsequent encounter
V00152S,heelies colliding with stationary object sequela
V00158A,other heelies accident initial encounter
V00158D,other heelies accident subsequent encounter
V00158S,other heelies accident sequela
V00181A,fall from other rollingtype pedestrian conveyance initial encounter
V00181D,fall from other rollingtype pedestrian conveyance subsequent encounter
V00181S,fall from other rollingtype pedestrian conveyance sequela
V00182A,pedestrian on other rollingtype pedestrian conveyance colliding with stationary object initial encounter
V00182D,pedestrian on other rollingtype pedestrian conveyance colliding with stationary object subsequent encounter
V00182S,pedestrian on other rollingtype pedestrian conveyance colliding with stationary object sequela
V00188A,other accident on other rollingtype pedestrian conveyance initial encounter
V00188D,other accident on other rollingtype pedestrian conveyance subsequent encounter
V00188S,other accident on other rollingtype pedestrian conveyance sequela
V00211A,fall from iceskates initial encounter
V00211D,fall from iceskates subsequent encounter
V00211S,fall from iceskates sequela
V00212A,iceskater colliding with stationary object initial encounter
V00212D,iceskater colliding with stationary object subsequent encounter
V00212S,iceskater colliding with stationary object sequela
V00218A,other iceskates accident initial encounter
V00218D,other iceskates accident subsequent encounter
V00218S,other iceskates accident sequela
V00221A,fall from sled initial encounter
V00221D,fall from sled subsequent encounter
V00221S,fall from sled sequela
V00222A,sledder colliding with stationary object initial encounter
V00222D,sledder colliding with stationary object subsequent encounter
V00222S,sledder colliding with stationary object sequela
V00228A,other sled accident initial encounter
V00228D,other sled accident subsequent encounter
V00228S,other sled accident sequela
V00281A,fall from other glidingtype pedestrian conveyance initial encounter
V00281D,fall from other glidingtype pedestrian conveyance subsequent encounter
V00281S,fall from other glidingtype pedestrian conveyance sequela
V00282A,pedestrian on other glidingtype pedestrian conveyance colliding with stationary object initial encounter
V00282D,pedestrian on other glidingtype pedestrian conveyance colliding with stationary object subsequent encounter
V00282S,pedestrian on other glidingtype pedestrian conveyance colliding with stationary object sequela
V00288A,other accident on other glidingtype pedestrian conveyance initial encounter
V00288D,other accident on other glidingtype pedestrian conveyance subsequent encounter
V00288S,other accident on other glidingtype pedestrian conveyance sequela
V00311A,fall from snowboard initial encounter
V00311D,fall from snowboard subsequent encounter
V00311S,fall from snowboard sequela
V00312A,snowboarder colliding with stationary object initial encounter
V00312D,snowboarder colliding with stationary object subsequent encounter
V00312S,snowboarder colliding with stationary object sequela
V00318A,other snowboard accident initial encounter
V00318D,other snowboard accident subsequent encounter
V00318S,other snowboard accident sequela
V00321A,fall from snowskis initial encounter
V00321D,fall from snowskis subsequent encounter
V00321S,fall from snowskis sequela
V00322A,snowskier colliding with stationary object initial encounter
V00322D,snowskier colliding with stationary object subsequent encounter
V00322S,snowskier colliding with stationary object sequela
V00328A,other snowski accident initial encounter
V00328D,other snowski accident subsequent encounter
V00328S,other snowski accident sequela
V00381A,fall from other flatbottomed pedestrian conveyance initial encounter
V00381D,fall from other flatbottomed pedestrian conveyance subsequent encounter
V00381S,fall from other flatbottomed pedestrian conveyance sequela
V00382A,pedestrian on other flatbottomed pedestrian conveyance colliding with stationary object initial encounter
V00382D,pedestrian on other flatbottomed pedestrian conveyance colliding with stationary object subsequent encounter
V00382S,pedestrian on other flatbottomed pedestrian conveyance colliding with stationary object sequela
V00388A,other accident on other flatbottomed pedestrian conveyance initial encounter
V00388D,other accident on other flatbottomed pedestrian conveyance subsequent encounter
V00388S,other accident on other flatbottomed pedestrian conveyance sequela
V00811A,fall from moving wheelchair powered initial encounter
V00811D,fall from moving wheelchair powered subsequent encounter
V00811S,fall from moving wheelchair powered sequela
V00812A,wheelchair powered colliding with stationary object initial encounter
V00812D,wheelchair powered colliding with stationary object subsequent encounter
V00812S,wheelchair powered colliding with stationary object sequela
V00818A,other accident with wheelchair powered initial encounter
V00818D,other accident with wheelchair powered subsequent encounter
V00818S,other accident with wheelchair powered sequela
V00821A,fall from baby stroller initial encounter
V00821D,fall from baby stroller subsequent encounter
V00821S,fall from baby stroller sequela
V00822A,baby stroller colliding with stationary object initial encounter
V00822D,baby stroller colliding with stationary object subsequent encounter
V00822S,baby stroller colliding with stationary object sequela
V00828A,other accident with baby stroller initial encounter
V00828D,other accident with baby stroller subsequent encounter
V00828S,other accident with baby stroller sequela
V00831A,fall from motorized mobility scooter initial encounter
V00831D,fall from motorized mobility scooter subsequent encounter
V00831S,fall from motorized mobility scooter sequela
V00832A,motorized mobility scooter colliding with stationary object initial encounter
V00832D,motorized mobility scooter colliding with stationary object subsequent encounter
V00832S,motorized mobility scooter colliding with stationary object sequela
V00838A,other accident with motorized mobility scooter initial encounter
V00838D,other accident with motorized mobility scooter subsequent encounter
V00838S,other accident with motorized mobility scooter sequela
V00841A,fall from standing electric scooter initial encounter
V00841D,fall from standing electric scooter subsequent encounter
V00841S,fall from standing electric scooter sequela
V00842A,pedestrian on standing electric scooter colliding with stationary object initial encounter
V00842D,pedestrian on standing electric scooter colliding with stationary object subsequent encounter
V00842S,pedestrian on standing electric scooter colliding with stationary object sequel
V00848A,other accident with standing micromobility pedestrian conveyance initial encounter
V00848D,other accident with standing micromobility pedestrian conveyance subsequent encounter
V00848S,other accident with standing micromobility pedestrian conveyance sequela
V00891A,fall from other pedestrian conveyance initial encounter
V00891D,fall from other pedestrian conveyance subsequent encounter
V00891S,fall from other pedestrian conveyance sequela
V00892A,pedestrian on other pedestrian conveyance colliding with stationary object initial encounter
V00892D,pedestrian on other pedestrian conveyance colliding with stationary object subsequent encounter
V00892S,pedestrian on other pedestrian conveyance colliding with stationary object sequela
V00898A,other accident on other pedestrian conveyance initial encounter
V00898D,other accident on other pedestrian conveyance subsequent encounter
V00898S,other accident on other pedestrian conveyance sequela
V0100XA,pedestrian on foot injured in collision with pedal cycle in nontraffic accident initial encounter
V0100XD,pedestrian on foot injured in collision with pedal cycle in nontraffic accident subsequent encounter
V0100XS,pedestrian on foot injured in collision with pedal cycle in nontraffic accident sequela
V0101XA,pedestrian on rollerskates injured in collision with pedal cycle in nontraffic accident initial encounter
V0101XD,pedestrian on rollerskates injured in collision with pedal cycle in nontraffic accident subsequent encounter
V0101XS,pedestrian on rollerskates injured in collision with pedal cycle in nontraffic accident sequela
V0102XA,pedestrian on skateboard injured in collision with pedal cycle in nontraffic accident initial encounter
V0102XD,pedestrian on skateboard injured in collision with pedal cycle in nontraffic accident subsequent encounter
V0102XS,pedestrian on skateboard injured in collision with pedal cycle in nontraffic accident sequela
V01031A,pedestrian on standing electric scooter injured in collision with pedal cycle in nontraffic accident initial encounter
V01031D,pedestrian on standing electric scooter injured in collision with pedal cycle in nontraffic accident subsequent encounter
V01031S,pedestrian on standing electric scooter injured in collision with pedal cycle in nontraffic accident sequela
V01038A,pedestrian on other standing micromobility pedestrian conveyance injured in collision with pedal cycle in nontraffic accident initial encounter
V01038D,pedestrian on other standing micromobility pedestrian conveyance injured in collision with pedal cycle in nontraffic accident subsequent encounter
V01038S,pedestrian on other standing micromobility pedestrian conveyance injured in collision with pedal cycle in nontraffic accident sequela
V0109XA,pedestrian with other conveyance injured in collision with pedal cycle in nontraffic accident initial encounter
V0109XD,pedestrian with other conveyance injured in collision with pedal cycle in nontraffic accident subsequent encounter
V0109XS,pedestrian with other conveyance injured in collision with pedal cycle in nontraffic accident sequela
V0110XA,pedestrian on foot injured in collision with pedal cycle in traffic accident initial encounter
V0110XD,pedestrian on foot injured in collision with pedal cycle in traffic accident subsequent encounter
V0110XS,pedestrian on foot injured in collision with pedal cycle in traffic accident sequela
V0111XA,pedestrian on rollerskates injured in collision with pedal cycle in traffic accident initial encounter
V0111XD,pedestrian on rollerskates injured in collision with pedal cycle in traffic accident subsequent encounter
V0111XS,pedestrian on rollerskates injured in collision with pedal cycle in traffic accident sequela
V0112XA,pedestrian on skateboard injured in collision with pedal cycle in traffic accident initial encounter
V0112XD,pedestrian on skateboard injured in collision with pedal cycle in traffic accident subsequent encounter
V0112XS,pedestrian on skateboard injured in collision with pedal cycle in traffic accident sequela
V01131A,pedestrian on standing electric scooter injured in collision with pedal cycle in traffic accident initial encounter
V01131D,pedestrian on standing electric scooter injured in collision with pedal cycle in traffic accident subsequent encounter
V01131S,pedestrian on standing electric scooter injured in collision with pedal cycle in traffic accident sequela
V01138A,pedestrian on other standing micromobility pedestrian conveyance injured in collision with pedal cycle in traffic accident initial encounter
V01138D,pedestrian on other standing micromobility pedestrian conveyance injured in collision with pedal cycle in traffic accident subsequent encounter
V01138S,pedestrian on other standing micromobility pedestrian conveyance injured in collision with pedal cycle in traffic accident sequela
V0119XA,pedestrian with other conveyance injured in collision with pedal cycle in traffic accident initial encounter
V0119XD,pedestrian with other conveyance injured in collision with pedal cycle in traffic accident subsequent encounter
V0119XS,pedestrian with other conveyance injured in collision with pedal cycle in traffic accident sequela
V0190XA,pedestrian on foot injured in collision with pedal cycle unspecified whether traffic or nontraffic accident initial encounter
V0190XD,pedestrian on foot injured in collision with pedal cycle unspecified whether traffic or nontraffic accident subsequent encounter
V0190XS,pedestrian on foot injured in collision with pedal cycle unspecified whether traffic or nontraffic accident sequela
V0191XA,pedestrian on rollerskates injured in collision with pedal cycle unspecified whether traffic or nontraffic accident initial encounter
V0191XD,pedestrian on rollerskates injured in collision with pedal cycle unspecified whether traffic or nontraffic accident subsequent encounter
V0191XS,pedestrian on rollerskates injured in collision with pedal cycle unspecified whether traffic or nontraffic accident sequela
V0192XA,pedestrian on skateboard injured in collision with pedal cycle unspecified whether traffic or nontraffic accident initial encounter
V0192XD,pedestrian on skateboard injured in collision with pedal cycle unspecified whether traffic or nontraffic accident subsequent encounter
V0192XS,pedestrian on skateboard injured in collision with pedal cycle unspecified whether traffic or nontraffic accident sequela
V01931A,pedestrian on standing electric scooter injured in collision with pedal cycle unspecified whether traffic or nontraffic accident initial encounter
V01931D,pedestrian on standing electric scooter injured in collision with pedal cycle unspecified whether traffic or nontraffic accident subsequent encounter
V01931S,pedestrian on standing electric scooter injured in collision with pedal cycle unspecified whether traffic or nontraffic accident sequela
V01938A,pedestrian on other standing micromobility pedestrian conveyance injured in collision with pedal cycle unspecified whether traffic or nontraffic accident initial encounter
V01938D,pedestrian on other standing micromobility pedestrian conveyance injured in collision with pedal cycle unspecified whether traffic or nontraffic accident subsequent encounter
V01938S,pedestrian on other standing micromobility pedestrian conveyance injured in collision with pedal cycle unspecified whether traffic or nontraffic accident sequela
V0199XA,pedestrian with other conveyance injured in collision with pedal cycle unspecified whether traffic or nontraffic accident initial encounter
V0199XD,pedestrian with other conveyance injured in collision with pedal cycle unspecified whether traffic or nontraffic accident subsequent encounter
V0199XS,pedestrian with other conveyance injured in collision with pedal cycle unspecified whether traffic or nontraffic accident sequela
V0200XA,pedestrian on foot injured in collision with two or threewheeled motor vehicle in nontraffic accident initial encounter
V0200XD,pedestrian on foot injured in collision with two or threewheeled motor vehicle in nontraffic accident subsequent encounter
V0200XS,pedestrian on foot injured in collision with two or threewheeled motor vehicle in nontraffic accident sequela
V0201XA,pedestrian on rollerskates injured in collision with two or threewheeled motor vehicle in nontraffic accident initial encounter
V0201XD,pedestrian on rollerskates injured in collision with two or threewheeled motor vehicle in nontraffic accident subsequent encounter
V0201XS,pedestrian on rollerskates injured in collision with two or threewheeled motor vehicle in nontraffic accident sequela
V0202XA,pedestrian on skateboard injured in collision with two or threewheeled motor vehicle in nontraffic accident initial encounter
V0202XD,pedestrian on skateboard injured in collision with two or threewheeled motor vehicle in nontraffic accident subsequent encounter
V0202XS,pedestrian on skateboard injured in collision with two or threewheeled motor vehicle in nontraffic accident sequela
V02031A,pedestrian on standing electric scooter injured in collision with two or threewheeled motor vehicle in nontraffic accident initial encounter
V02031D,pedestrian on standing electric scooter injured in collision with two or threewheeled motor vehicle in nontraffic accident subsequent encounter
V02031S,pedestrian on standing electric scooter injured in collision with two or threewheeled motor vehicle in nontraffic accident sequela
V02038A,pedestrian on other standing micromobility pedestrian conveyance injured in collision with two or threewheeled motor vehicle in nontraffic accident initial encounter
V02038D,pedestrian on other standing micromobility pedestrian conveyance injured in collision with two or threewheeled motor vehicle in nontraffic accident subsequent encounter
V02038S,pedestrian on other standing micromobility pedestrian conveyance injured in collision with two or threewheeled motor vehicle in nontraffic accident sequela
V0209XA,pedestrian with other conveyance injured in collision with two or threewheeled motor vehicle in nontraffic accident initial encounter
V0209XD,pedestrian with other conveyance injured in collision with two or threewheeled motor vehicle in nontraffic accident subsequent encounter
V0209XS,pedestrian with other conveyance injured in collision with two or threewheeled motor vehicle in nontraffic accident sequela
V0210XA,pedestrian on foot injured in collision with two or threewheeled motor vehicle in traffic accident initial encounter
V0210XD,pedestrian on foot injured in collision with two or threewheeled motor vehicle in traffic accident subsequent encounter
V0210XS,pedestrian on foot injured in collision with two or threewheeled motor vehicle in traffic accident sequela
V0211XA,pedestrian on rollerskates injured in collision with two or threewheeled motor vehicle in traffic accident initial encounter
V0211XD,pedestrian on rollerskates injured in collision with two or threewheeled motor vehicle in traffic accident subsequent encounter
V0211XS,pedestrian on rollerskates injured in collision with two or threewheeled motor vehicle in traffic accident sequela
V0212XA,pedestrian on skateboard injured in collision with two or threewheeled motor vehicle in traffic accident initial encounter
V0212XD,pedestrian on skateboard injured in collision with two or threewheeled motor vehicle in traffic accident subsequent encounter
V0212XS,pedestrian on skateboard injured in collision with two or threewheeled motor vehicle in traffic accident sequela
V02131A,pedestrian on standing electric scooter injured in collision with two or threewheeled motor vehicle in traffic accident initial encounter
V02131D,pedestrian on standing electric scooter injured in collision with two or threewheeled motor vehicle in traffic accident subsequent encounter
V02131S,pedestrian on standing electric scooter injured in collision with two or threewheeled motor vehicle in traffic accident sequela
V02138A,pedestrian on other standing micromobility pedestrian conveyance injured in collision with two or threewheeled motor vehicle in traffic accident initial encounter
V02138D,pedestrian on other standing micromobility pedestrian conveyance injured in collision with two or threewheeled motor vehicle in traffic accident subsequent encounter
V02138S,pedestrian on other standing micromobility pedestrian conveyance injured in collision with two or threewheeled motor vehicle in traffic accident sequela
V0219XA,pedestrian with other conveyance injured in collision with two or threewheeled motor vehicle in traffic accident initial encounter
V0219XD,pedestrian with other conveyance injured in collision with two or threewheeled motor vehicle in traffic accident subsequent encounter
V0219XS,pedestrian with other conveyance injured in collision with two or threewheeled motor vehicle in traffic accident sequela
V0290XA,pedestrian on foot injured in collision with two or threewheeled motor vehicle unspecified whether traffic or nontraffic accident initial encounter
V0290XD,pedestrian on foot injured in collision with two or threewheeled motor vehicle unspecified whether traffic or nontraffic accident subsequent encounter
V0290XS,pedestrian on foot injured in collision with two or threewheeled motor vehicle unspecified whether traffic or nontraffic accident sequela
V0291XA,pedestrian on rollerskates injured in collision with two or threewheeled motor vehicle unspecified whether traffic or nontraffic accident initial encounter
V0291XD,pedestrian on rollerskates injured in collision with two or threewheeled motor vehicle unspecified whether traffic or nontraffic accident subsequent encounter
V0291XS,pedestrian on rollerskates injured in collision with two or threewheeled motor vehicle unspecified whether traffic or nontraffic accident sequela
V0292XA,pedestrian on skateboard injured in collision with two or threewheeled motor vehicle unspecified whether traffic or nontraffic accident initial encounter
V0292XD,pedestrian on skateboard injured in collision with two or threewheeled motor vehicle unspecified whether traffic or nontraffic accident subsequent encounter
V0292XS,pedestrian on skateboard injured in collision with two or threewheeled motor vehicle unspecified whether traffic or nontraffic accident sequela
V02931A,pedestrian on standing electric scooter injured in collision with two or three wheeled motor vehicle unspecified whether traffic or nontraffic accident initial encounter
V02931D,pedestrian on standing electric scooter injured in collision with two or three wheeled motor vehicle unspecified whether traffic or nontraffic accident subsequent encounter
V02931S,pedestrian on standing electric scooter injured in collision with two or three wheeled motor vehicle unspecified whether traffic or nontraffic accident sequela
V02938A,pedestrian on other standing micromobility pedestrian conveyance injured in collision with two or three wheeled motor vehicle unspecified whether traffic or nontraffic accident initial encounter
V02938D,pedestrian on other standing micromobility pedestrian conveyance injured in collision with two or three wheeled motor vehicle unspecified whether traffic or nontraffic accident subsequent encounter
V02938S,pedestrian on other standing micromobility pedestrian conveyance injured in collision with two or three wheeled motor vehicle unspecified whether traffic or nontraffic accident sequela
V0299XA,pedestrian with other conveyance injured in collision with two or threewheeled motor vehicle unspecified whether traffic or nontraffic accident initial encounter
V0299XD,pedestrian with other conveyance injured in collision with two or threewheeled motor vehicle unspecified whether traffic or nontraffic accident subsequent encounter
V0299XS,pedestrian with other conveyance injured in collision with two or threewheeled motor vehicle unspecified whether traffic or nontraffic accident sequela
V0300XA,pedestrian on foot injured in collision with car pickup truck or van in nontraffic accident initial encounter
V0300XD,pedestrian on foot injured in collision with car pickup truck or van in nontraffic accident subsequent encounter
V0300XS,pedestrian on foot injured in collision with car pickup truck or van in nontraffic accident sequela
V0301XA,pedestrian on rollerskates injured in collision with car pickup truck or van in nontraffic accident initial encounter
V0301XD,pedestrian on rollerskates injured in collision with car pickup truck or van in nontraffic accident subsequent encounter
V0301XS,pedestrian on rollerskates injured in collision with car pickup truck or van in nontraffic accident sequela
V0302XA,pedestrian on skateboard injured in collision with car pickup truck or van in nontraffic accident initial encounter
V0302XD,pedestrian on skateboard injured in collision with car pickup truck or van in nontraffic accident subsequent encounter
V0302XS,pedestrian on skateboard injured in collision with car pickup truck or van in nontraffic accident sequela
V03031A,pedestrian on standing electric scooter injured in collision with car pickup or van in nontraffic accident initial encounter
V03031D,pedestrian on standing electric scooter injured in collision with car pickup or van in nontraffic accident subsequent encounter
V03031S,pedestrian on standing electric scooter injured in collision with car pickup or van in nontraffic accident sequela
V03038A,pedestrian on other standing micromobility pedestrian conveyance injured in collision with car pickup or van in nontraffic accident initial encounter
V03038D,pedestrian on other standing micromobility pedestrian conveyance injured in collision with car pickup or van in nontraffic accident subsequent encounter
V03038S,pedestrian on other standing micromobility pedestrian conveyance injured in collision with car pickup or van in nontraffic accident sequela
V0309XA,pedestrian with other conveyance injured in collision with car pickup truck or van in nontraffic accident initial encounter
V0309XD,pedestrian with other conveyance injured in collision with car pickup truck or van in nontraffic accident subsequent encounter
V0309XS,pedestrian with other conveyance injured in collision with car pickup truck or van in nontraffic accident sequela
V0310XA,pedestrian on foot injured in collision with car pickup truck or van in traffic accident initial encounter
V0310XD,pedestrian on foot injured in collision with car pickup truck or van in traffic accident subsequent encounter
V0310XS,pedestrian on foot injured in collision with car pickup truck or van in traffic accident sequela
V0311XA,pedestrian on rollerskates injured in collision with car pickup truck or van in traffic accident initial encounter
V0311XD,pedestrian on rollerskates injured in collision with car pickup truck or van in traffic accident subsequent encounter
V0311XS,pedestrian on rollerskates injured in collision with car pickup truck or van in traffic accident sequela
V0312XA,pedestrian on skateboard injured in collision with car pickup truck or van in traffic accident initial encounter
V0312XD,pedestrian on skateboard injured in collision with car pickup truck or van in traffic accident subsequent encounter
V0312XS,pedestrian on skateboard injured in collision with car pickup truck or van in traffic accident sequela
V03131A,pedestrian on standing electric scooter injured in collision with car pickup or van in traffic accident initial encounter
V03131D,pedestrian on standing electric scooter injured in collision with car pickup or van in traffic accident subsequent encounter
V03131S,pedestrian on standing electric scooter injured in collision with car pickup or van in traffic accident sequela
V03138A,pedestrian on other standing micromobility pedestrian conveyance injured in collision with car pickup or van in traffic accident initial encounter
V03138D,pedestrian on other standing micromobility pedestrian conveyance injured in collision with car pickup or van in traffic accident subsequent encounter
V03138S,pedestrian on other standing micromobility pedestrian conveyance injured in collision with car pickup or van in traffic accident sequela
V0319XA,pedestrian with other conveyance injured in collision with car pickup truck or van in traffic accident initial encounter
V0319XD,pedestrian with other conveyance injured in collision with car pickup truck or van in traffic accident subsequent encounter
V0319XS,pedestrian with other conveyance injured in collision with car pickup truck or van in traffic accident sequela
V0390XA,pedestrian on foot injured in collision with car pickup truck or van unspecified whether traffic or nontraffic accident initial encounter
V0390XD,pedestrian on foot injured in collision with car pickup truck or van unspecified whether traffic or nontraffic accident subsequent encounter
V0390XS,pedestrian on foot injured in collision with car pickup truck or van unspecified whether traffic or nontraffic accident sequela
V0391XA,pedestrian on rollerskates injured in collision with car pickup truck or van unspecified whether traffic or nontraffic accident initial encounter
V0391XD,pedestrian on rollerskates injured in collision with car pickup truck or van unspecified whether traffic or nontraffic accident subsequent encounter
V0391XS,pedestrian on rollerskates injured in collision with car pickup truck or van unspecified whether traffic or nontraffic accident sequela
V0392XA,pedestrian on skateboard injured in collision with car pickup truck or van unspecified whether traffic or nontraffic accident initial encounter
V0392XD,pedestrian on skateboard injured in collision with car pickup truck or van unspecified whether traffic or nontraffic accident subsequent encounter
V0392XS,pedestrian on skateboard injured in collision with car pickup truck or van unspecified whether traffic or nontraffic accident sequela
V03931A,pedestrian on standing electric scooter injured in collision with car pickup or van unspecified whether traffic or nontraffic accident initial encounter
V03931D,pedestrian on standing electric scooter injured in collision with car pickup or van unspecified whether traffic or nontraffic accident subsequent encounter
V03931S,pedestrian on standing electric scooter injured in collision with car pickup or van unspecified whether traffic or nontraffic accident sequela
V03938A,pedestrian on other standing micromobility pedestrian conveyance injured in collision with car pickup or van unspecified whether traffic or nontraffic accident initial encounter
V03938D,pedestrian on other standing micromobility pedestrian conveyance injured in collision with car pickup or van unspecified whether traffic or nontraffic accident subsequent encounter
V03938S,pedestrian on other standing micromobility pedestrian conveyance injured in collision with car pickup or van unspecified whether traffic or nontraffic accident sequela
