code,description
C8515,unspecified bcell lymphoma lymph nodes of inguinal region and lower limb
C8516,unspecified bcell lymphoma intrapelvic lymph nodes
C8517,unspecified bcell lymphoma spleen
C8518,unspecified bcell lymphoma lymph nodes of multiple sites
C8519,unspecified bcell lymphoma extranodal and solid organ sites
C851A,unspecified bcell lymphoma in remission
C8520,mediastinal thymic large bcell lymphoma unspecified site
C8521,mediastinal thymic large bcell lymphoma lymph nodes of head face and neck
C8522,mediastinal thymic large bcell lymphoma intrathoracic lymph nodes
C8523,mediastinal thymic large bcell lymphoma intraabdominal lymph nodes
C8524,mediastinal thymic large bcell lymphoma lymph nodes of axilla and upper limb
C8525,mediastinal thymic large bcell lymphoma lymph nodes of inguinal region and lower limb
C8526,mediastinal thymic large bcell lymphoma intrapelvic lymph nodes
C8527,mediastinal thymic large bcell lymphoma spleen
C8528,mediastinal thymic large bcell lymphoma lymph nodes of multiple sites
C8529,mediastinal thymic large bcell lymphoma extranodal and solid organ sites
C852A,mediastinal thymic large bcell lymphoma in remission
C8580,other specified types of nonhodgkin lymphoma unspecified site
C8581,other specified types of nonhodgkin lymphoma lymph nodes of head face and neck
C8582,other specified types of nonhodgkin lymphoma intrathoracic lymph nodes
C8583,other specified types of nonhodgkin lymphoma intraabdominal lymph nodes
C8584,other specified types of nonhodgkin lymphoma lymph nodes of axilla and upper limb
C8585,other specified types of nonhodgkin lymphoma lymph nodes of inguinal region and lower limb
C8586,other specified types of nonhodgkin lymphoma intrapelvic lymph nodes
C8587,other specified types of nonhodgkin lymphoma spleen
C8588,other specified types of nonhodgkin lymphoma lymph nodes of multiple sites
C8589,other specified types of nonhodgkin lymphoma extranodal and solid organ sites
C858A,other specified types of nonhodgkin lymphoma in remission
C8590,nonhodgkin lymphoma unspecified unspecified site
C8591,nonhodgkin lymphoma unspecified lymph nodes of head face and neck
C8592,nonhodgkin lymphoma unspecified intrathoracic lymph nodes
C8593,nonhodgkin lymphoma unspecified intraabdominal lymph nodes
C8594,nonhodgkin lymphoma unspecified lymph nodes of axilla and upper limb
C8595,nonhodgkin lymphoma unspecified lymph nodes of inguinal region and lower limb
C8596,nonhodgkin lymphoma unspecified intrapelvic lymph nodes
C8597,nonhodgkin lymphoma unspecified spleen
C8598,nonhodgkin lymphoma unspecified lymph nodes of multiple sites
C8599,nonhodgkin lymphoma unspecified extranodal and solid organ sites
C859A,nonhodgkin lymphoma unspecified in remission
C860,extranodal nktcell lymphoma nasal type
C8600,extranodal nktcell lymphoma nasal type not having achieved remission
C8601,extranodal nktcell lymphoma nasal type in remission
C861,hepatosplenic tcell lymphoma
C8610,hepatosplenic tcell lymphoma not having achieved remission
C8611,hepatosplenic tcell lymphoma in remission
C862,enteropathytype intestinal tcell lymphoma
C8620,enteropathytype intestinal tcell lymphoma not having achieved remission
C8621,enteropathytype intestinal tcell lymphoma in remission
C863,subcutaneous panniculitislike tcell lymphoma
C8630,subcutaneous panniculitislike tcell lymphoma not having achieved remission
C8631,subcutaneous panniculitislike tcell lymphoma in remission
C864,blastic nkcell lymphoma
C8640,blastic nkcell lymphoma not having achieved remission
C8641,blastic nkcell lymphoma in remission
C865,angioimmunoblastic tcell lymphoma
C8650,angioimmunoblastic tcell lymphoma not having achieved remission
C8651,angioimmunoblastic tcell lymphoma in remission
C866,primary cutaneous cd30positive tcell proliferations
C8660,primary cutaneous cd30positive tcell proliferations not having achieved remission
C8661,primary cutaneous cd30positive tcell proliferations in remission
C880,waldenstrom macroglobulinemia
C8800,waldenstrom macroglobulinemia not having achieved remission
C8801,waldenstrom macroglobulinemia in remission
C882,heavy chain disease
C8820,heavy chain disease not having achieved remission
C8821,heavy chain disease in remission
C883,immunoproliferative small intestinal disease
C8830,immunoproliferative small intestinal disease not having achieved remission
C8831,immunoproliferative small intestinal disease in remission
C884,extranodal marginal zone bcell lymphoma of mucosaassociated lymphoid tissue maltlymphoma
C8840,extranodal marginal zone bcell lymphoma of mucosaassociated lymphoid tissue maltlymphoma not having achieved remission
C8841,extranodal marginal zone bcell lymphoma of mucosaassociated lymphoid tissue maltlymphoma in remission
C888,other malignant immunoproliferative diseases
C8880,other malignant immunoproliferative diseases not having achieved remission
C8881,other malignant immunoproliferative diseases in remission
C889,malignant immunoproliferative disease unspecified
C8890,malignant immunoproliferative disease unspecified not having achieved remission
C8891,malignant immunoproliferative disease unspecified in remission
C9000,multiple myeloma not having achieved remission
C9001,multiple myeloma in remission
C9002,multiple myeloma in relapse
C9010,plasma cell leukemia not having achieved remission
C9011,plasma cell leukemia in remission
C9012,plasma cell leukemia in relapse
C9020,extramedullary plasmacytoma not having achieved remission
C9021,extramedullary plasmacytoma in remission
C9022,extramedullary plasmacytoma in relapse
C9030,solitary plasmacytoma not having achieved remission
C9031,solitary plasmacytoma in remission
C9032,solitary plasmacytoma in relapse
C9100,acute lymphoblastic leukemia not having achieved remission
C9101,acute lymphoblastic leukemia in remission
C9102,acute lymphoblastic leukemia in relapse
C9110,chronic lymphocytic leukemia of bcell type not having achieved remission
C9111,chronic lymphocytic leukemia of bcell type in remission
C9112,chronic lymphocytic leukemia of bcell type in relapse
C9130,prolymphocytic leukemia of bcell type not having achieved remission
C9131,prolymphocytic leukemia of bcell type in remission
C9132,prolymphocytic leukemia of bcell type in relapse
C9140,hairy cell leukemia not having achieved remission
C9141,hairy cell leukemia in remission
C9142,hairy cell leukemia in relapse
C9150,adult tcell lymphomaleukemia htlv1associated not having achieved remission
C9151,adult tcell lymphomaleukemia htlv1associated in remission
C9152,adult tcell lymphomaleukemia htlv1associated in relapse
C9160,prolymphocytic leukemia of tcell type not having achieved remission
C9161,prolymphocytic leukemia of tcell type in remission
C9162,prolymphocytic leukemia of tcell type in relapse
C9190,lymphoid leukemia unspecified not having achieved remission
C9191,lymphoid leukemia unspecified in remission
C9192,lymphoid leukemia unspecified in relapse
C91A0,mature bcell leukemia burkitttype not having achieved remission
C91A1,mature bcell leukemia burkitttype in remission
C91A2,mature bcell leukemia burkitttype in relapse
C91Z0,other lymphoid leukemia not having achieved remission
C91Z1,other lymphoid leukemia in remission
C91Z2,other lymphoid leukemia in relapse
C9200,acute myeloblastic leukemia not having achieved remission
C9201,acute myeloblastic leukemia in remission
C9202,acute myeloblastic leukemia in relapse
C9210,chronic myeloid leukemia bcrablpositive not having achieved remission
C9211,chronic myeloid leukemia bcrablpositive in remission
C9212,chronic myeloid leukemia bcrablpositive in relapse
C9220,atypical chronic myeloid leukemia bcrablnegative not having achieved remission
C9221,atypical chronic myeloid leukemia bcrablnegative in remission
C9222,atypical chronic myeloid leukemia bcrablnegative in relapse
C9230,myeloid sarcoma not having achieved remission
C9231,myeloid sarcoma in remission
C9232,myeloid sarcoma in relapse
C9240,acute promyelocytic leukemia not having achieved remission
C9241,acute promyelocytic leukemia in remission
C9242,acute promyelocytic leukemia in relapse
C9250,acute myelomonocytic leukemia not having achieved remission
C9251,acute myelomonocytic leukemia in remission
C9252,acute myelomonocytic leukemia in relapse
C9260,acute myeloid leukemia with 11q23abnormality not having achieved remission
C9261,acute myeloid leukemia with 11q23abnormality in remission
C9262,acute myeloid leukemia with 11q23abnormality in relapse
C9290,myeloid leukemia unspecified not having achieved remission
C9291,myeloid leukemia unspecified in remission
C9292,myeloid leukemia unspecified in relapse
C92A0,acute myeloid leukemia with multilineage dysplasia not having achieved remission
C92A1,acute myeloid leukemia with multilineage dysplasia in remission
C92A2,acute myeloid leukemia with multilineage dysplasia in relapse
C92Z0,other myeloid leukemia not having achieved remission
C92Z1,other myeloid leukemia in remission
C92Z2,other myeloid leukemia in relapse
C9300,acute monoblasticmonocytic leukemia not having achieved remission
C9301,acute monoblasticmonocytic leukemia in remission
C9302,acute monoblasticmonocytic leukemia in relapse
C9310,chronic myelomonocytic leukemia not having achieved remission
C9311,chronic myelomonocytic leukemia in remission
C9312,chronic myelomonocytic leukemia in relapse
C9330,juvenile myelomonocytic leukemia not having achieved remission
C9331,juvenile myelomonocytic leukemia in remission
C9332,juvenile myelomonocytic leukemia in relapse
C9390,monocytic leukemia unspecified not having achieved remission
C9391,monocytic leukemia unspecified in remission
C9392,monocytic leukemia unspecified in relapse
C93Z0,other monocytic leukemia not having achieved remission
C93Z1,other monocytic leukemia in remission
C93Z2,other monocytic leukemia in relapse
C9400,acute erythroid leukemia not having achieved remission
C9401,acute erythroid leukemia in remission
C9402,acute erythroid leukemia in relapse
C9420,acute megakaryoblastic leukemia not having achieved remission
C9421,acute megakaryoblastic leukemia in remission
C9422,acute megakaryoblastic leukemia in relapse
C9430,mast cell leukemia not having achieved remission
C9431,mast cell leukemia in remission
C9432,mast cell leukemia in relapse
C9440,acute panmyelosis with myelofibrosis not having achieved remission
C9441,acute panmyelosis with myelofibrosis in remission
C9442,acute panmyelosis with myelofibrosis in relapse
C946,myelodysplastic disease not elsewhere classified
C9480,other specified leukemias not having achieved remission
C9481,other specified leukemias in remission
C9482,other specified leukemias in relapse
C9500,acute leukemia of unspecified cell type not having achieved remission
C9501,acute leukemia of unspecified cell type in remission
C9502,acute leukemia of unspecified cell type in relapse
C9510,chronic leukemia of unspecified cell type not having achieved remission
C9511,chronic leukemia of unspecified cell type in remission
C9512,chronic leukemia of unspecified cell type in relapse
C9590,leukemia unspecified not having achieved remission
C9591,leukemia unspecified in remission
C9592,leukemia unspecified in relapse
C960,multifocal and multisystemic disseminated langerhanscell histiocytosis
C962,malignant mast cell tumor
C9620,malignant mast cell neoplasm unspecified
C9621,aggressive systemic mastocytosis
C9622,mast cell sarcoma
C9629,other malignant mast cell neoplasm
C964,sarcoma of dendritic cells accessory cells
C965,multifocal and unisystemic langerhanscell histiocytosis
C966,unifocal langerhanscell histiocytosis
C969,malignant neoplasm of lymphoid hematopoietic and related tissue unspecified
C96A,histiocytic sarcoma
C96Z,other specified malignant neoplasms of lymphoid hematopoietic and related tissue
D0000,carcinoma in situ of oral cavity unspecified site
D0001,carcinoma in situ of labial mucosa and vermilion border
D0002,carcinoma in situ of buccal mucosa
D0003,carcinoma in situ of gingiva and edentulous alveolar ridge
D0004,carcinoma in situ of soft palate
D0005,carcinoma in situ of hard palate
D0006,carcinoma in situ of floor of mouth
D0007,carcinoma in situ of tongue
D0008,carcinoma in situ of pharynx
D001,carcinoma in situ of esophagus
D002,carcinoma in situ of stomach
D010,carcinoma in situ of colon
D011,carcinoma in situ of rectosigmoid junction
D012,carcinoma in situ of rectum
D013,carcinoma in situ of anus and anal canal
D0140,carcinoma in situ of unspecified part of intestine
D0149,carcinoma in situ of other parts of intestine
D015,carcinoma in situ of liver gallbladder and bile ducts
D017,carcinoma in situ of other specified digestive organs
D019,carcinoma in situ of digestive organ unspecified
D020,carcinoma in situ of larynx
D021,carcinoma in situ of trachea
D0220,carcinoma in situ of unspecified bronchus and lung
D0221,carcinoma in situ of right bronchus and lung
D0222,carcinoma in situ of left bronchus and lung
D023,carcinoma in situ of other parts of respiratory system
D024,carcinoma in situ of respiratory system unspecified
D030,melanoma in situ of lip
D0310,melanoma in situ of unspecified eyelid including canthus
D0311,melanoma in situ of right eyelid including canthus
D03111,melanoma in situ of right upper eyelid including canthus
D03112,melanoma in situ of right lower eyelid including canthus
D0312,melanoma in situ of left eyelid including canthus
D03121,melanoma in situ of left upper eyelid including canthus
D03122,melanoma in situ of left lower eyelid including canthus
D0320,melanoma in situ of unspecified ear and external auricular canal
D0321,melanoma in situ of right ear and external auricular canal
D0322,melanoma in situ of left ear and external auricular canal
D0330,melanoma in situ of unspecified part of face
D0339,melanoma in situ of other parts of face
D034,melanoma in situ of scalp and neck
D0351,melanoma in situ of anal skin
D0352,melanoma in situ of breast skin soft tissue
D0359,melanoma in situ of other part of trunk
D0360,melanoma in situ of unspecified upper limb including shoulder
D0361,melanoma in situ of right upper limb including shoulder
D0362,melanoma in situ of left upper limb including shoulder
D0370,melanoma in situ of unspecified lower limb including hip
D0371,melanoma in situ of right lower limb including hip
D0372,melanoma in situ of left lower limb including hip
D038,melanoma in situ of other sites
D039,melanoma in situ unspecified
D040,carcinoma in situ of skin of lip
D0410,carcinoma in situ of skin of unspecified eyelid including canthus
D0411,carcinoma in situ of skin of right eyelid including canthus
D04111,carcinoma in situ of skin of right upper eyelid including canthus
D04112,carcinoma in situ of skin of right lower eyelid including canthus
D0412,carcinoma in situ of skin of left eyelid including canthus
D04121,carcinoma in situ of skin of left upper eyelid including canthus
D04122,carcinoma in situ of skin of left lower eyelid including canthus
D0420,carcinoma in situ of skin of unspecified ear and external auricular canal
D0421,carcinoma in situ of skin of right ear and external auricular canal
D0422,carcinoma in situ of skin of left ear and external auricular canal
D0430,carcinoma in situ of skin of unspecified part of face
D0439,carcinoma in situ of skin of other parts of face
D044,carcinoma in situ of skin of scalp and neck
D045,carcinoma in situ of skin of trunk
D0460,carcinoma in situ of skin of unspecified upper limb including shoulder
D0461,carcinoma in situ of skin of right upper limb including shoulder
D0462,carcinoma in situ of skin of left upper limb including shoulder
D0470,carcinoma in situ of skin of unspecified lower limb including hip
D0471,carcinoma in situ of skin of right lower limb including hip
D0472,carcinoma in situ of skin of left lower limb including hip
D048,carcinoma in situ of skin of other sites
D049,carcinoma in situ of skin unspecified
D0500,lobular carcinoma in situ of unspecified breast
D0501,lobular carcinoma in situ of right breast
D0502,lobular carcinoma in situ of left breast
D0510,intraductal carcinoma in situ of unspecified breast
D0511,intraductal carcinoma in situ of right breast
D0512,intraductal carcinoma in situ of left breast
D0580,other specified type of carcinoma in situ of unspecified breast
D0581,other specified type of carcinoma in situ of right breast
D0582,other specified type of carcinoma in situ of left breast
D0590,unspecified type of carcinoma in situ of unspecified breast
D0591,unspecified type of carcinoma in situ of right breast
D0592,unspecified type of carcinoma in situ of left breast
D060,carcinoma in situ of endocervix
D061,carcinoma in situ of exocervix
D067,carcinoma in situ of other parts of cervix
D069,carcinoma in situ of cervix unspecified
D070,carcinoma in situ of endometrium
D071,carcinoma in situ of vulva
D072,carcinoma in situ of vagina
D0730,carcinoma in situ of unspecified female genital organs
D0739,carcinoma in situ of other female genital organs
D074,carcinoma in situ of penis
D075,carcinoma in situ of prostate
D0760,carcinoma in situ of unspecified male genital organs
D0761,carcinoma in situ of scrotum
D0769,carcinoma in situ of other male genital organs
D090,carcinoma in situ of bladder
D0910,carcinoma in situ of unspecified urinary organ
D0919,carcinoma in situ of other urinary organs
D0920,carcinoma in situ of unspecified eye
D0921,carcinoma in situ of right eye
D0922,carcinoma in situ of left eye
D093,carcinoma in situ of thyroid and other endocrine glands
D098,carcinoma in situ of other specified sites
D099,carcinoma in situ unspecified
D100,benign neoplasm of lip
D101,benign neoplasm of tongue
D102,benign neoplasm of floor of mouth
D1030,benign neoplasm of unspecified part of mouth
D1039,benign neoplasm of other parts of mouth
D104,benign neoplasm of tonsil
D105,benign neoplasm of other parts of oropharynx
D106,benign neoplasm of nasopharynx
D107,benign neoplasm of hypopharynx
D109,benign neoplasm of pharynx unspecified
D110,benign neoplasm of parotid gland
D117,benign neoplasm of other major salivary glands
D119,benign neoplasm of major salivary gland unspecified
D120,benign neoplasm of cecum
D121,benign neoplasm of appendix
D122,benign neoplasm of ascending colon
D123,benign neoplasm of transverse colon
D124,benign neoplasm of descending colon
D125,benign neoplasm of sigmoid colon
D126,benign neoplasm of colon unspecified
D127,benign neoplasm of rectosigmoid junction
D128,benign neoplasm of rectum
D129,benign neoplasm of anus and anal canal
D130,benign neoplasm of esophagus
D131,benign neoplasm of stomach
D132,benign neoplasm of duodenum
D1330,benign neoplasm of unspecified part of small intestine
D1339,benign neoplasm of other parts of small intestine
D134,benign neoplasm of liver
D135,benign neoplasm of extrahepatic bile ducts
D136,benign neoplasm of pancreas
D137,benign neoplasm of endocrine pancreas
D139,benign neoplasm of illdefined sites within the digestive system
D1391,familial adenomatous polyposis
D1399,benign neoplasm of illdefined sites within the digestive system
D140,benign neoplasm of middle ear nasal cavity and accessory sinuses
D141,benign neoplasm of larynx
D142,benign neoplasm of trachea
D1430,benign neoplasm of unspecified bronchus and lung
D1431,benign neoplasm of right bronchus and lung
D1432,benign neoplasm of left bronchus and lung
D144,benign neoplasm of respiratory system unspecified
D150,benign neoplasm of thymus
D151,benign neoplasm of heart
D152,benign neoplasm of mediastinum
D157,benign neoplasm of other specified intrathoracic organs
D159,benign neoplasm of intrathoracic organ unspecified
D1600,benign neoplasm of scapula and long bones of unspecified upper limb
D1601,benign neoplasm of scapula and long bones of right upper limb
D1602,benign neoplasm of scapula and long bones of left upper limb
D1610,benign neoplasm of short bones of unspecified upper limb
D1611,benign neoplasm of short bones of right upper limb
D1612,benign neoplasm of short bones of left upper limb
D1620,benign neoplasm of long bones of unspecified lower limb
D1621,benign neoplasm of long bones of right lower limb
D1622,benign neoplasm of long bones of left lower limb
D1630,benign neoplasm of short bones of unspecified lower limb
D1631,benign neoplasm of short bones of right lower limb
D1632,benign neoplasm of short bones of left lower limb
D164,benign neoplasm of bones of skull and face
D165,benign neoplasm of lower jaw bone
D166,benign neoplasm of vertebral column
D167,benign neoplasm of ribs sternum and clavicle
D168,benign neoplasm of pelvic bones sacrum and coccyx
D169,benign neoplasm of bone and articular cartilage unspecified
D170,benign lipomatous neoplasm of skin and subcutaneous tissue of head face and neck
D171,benign lipomatous neoplasm of skin and subcutaneous tissue of trunk
D1720,benign lipomatous neoplasm of skin and subcutaneous tissue of unspecified limb
D1721,benign lipomatous neoplasm of skin and subcutaneous tissue of right arm
D1722,benign lipomatous neoplasm of skin and subcutaneous tissue of left arm
D1723,benign lipomatous neoplasm of skin and subcutaneous tissue of right leg
D1724,benign lipomatous neoplasm of skin and subcutaneous tissue of left leg
D1730,benign lipomatous neoplasm of skin and subcutaneous tissue of unspecified sites
D1739,benign lipomatous neoplasm of skin and subcutaneous tissue of other sites
D174,benign lipomatous neoplasm of intrathoracic organs
D175,benign lipomatous neoplasm of intraabdominal organs
D176,benign lipomatous neoplasm of spermatic cord
D1771,benign lipomatous neoplasm of kidney
D1772,benign lipomatous neoplasm of other genitourinary organ
D1779,benign lipomatous neoplasm of other sites
D179,benign lipomatous neoplasm unspecified
D1800,hemangioma unspecified site
D1801,hemangioma of skin and subcutaneous tissue
D1802,hemangioma of intracranial structures
D1803,hemangioma of intraabdominal structures
D1809,hemangioma of other sites
D181,lymphangioma any site
D190,benign neoplasm of mesothelial tissue of pleura
D191,benign neoplasm of mesothelial tissue of peritoneum
D197,benign neoplasm of mesothelial tissue of other sites
D199,benign neoplasm of mesothelial tissue unspecified
D200,benign neoplasm of soft tissue of retroperitoneum
D201,benign neoplasm of soft tissue of peritoneum
D210,benign neoplasm of connective and other soft tissue of head face and neck
D2110,benign neoplasm of connective and other soft tissue of unspecified upper limb including shoulder
D2111,benign neoplasm of connective and other soft tissue of right upper limb including shoulder
D2112,benign neoplasm of connective and other soft tissue of left upper limb including shoulder
D2120,benign neoplasm of connective and other soft tissue of unspecified lower limb including hip
D2121,benign neoplasm of connective and other soft tissue of right lower limb including hip
D2122,benign neoplasm of connective and other soft tissue of left lower limb including hip
D213,benign neoplasm of connective and other soft tissue of thorax
D214,benign neoplasm of connective and other soft tissue of abdomen
D215,benign neoplasm of connective and other soft tissue of pelvis
D216,benign neoplasm of connective and other soft tissue of trunk unspecified
D219,benign neoplasm of connective and other soft tissue unspecified
D220,melanocytic nevi of lip
D2210,melanocytic nevi of unspecified eyelid including canthus
D2211,melanocytic nevi of right eyelid including canthus
D22111,melanocytic nevi of right upper eyelid including canthus
D22112,melanocytic nevi of right lower eyelid including canthus
D2212,melanocytic nevi of left eyelid including canthus
D22121,melanocytic nevi of left upper eyelid including canthus
D22122,melanocytic nevi of left lower eyelid including canthus
D2220,melanocytic nevi of unspecified ear and external auricular canal
D2221,melanocytic nevi of right ear and external auricular canal
D2222,melanocytic nevi of left ear and external auricular canal
D2230,melanocytic nevi of unspecified part of face
D2239,melanocytic nevi of other parts of face
D224,melanocytic nevi of scalp and neck
D225,melanocytic nevi of trunk
D2260,melanocytic nevi of unspecified upper limb including shoulder
D2261,melanocytic nevi of right upper limb including shoulder
D2262,melanocytic nevi of left upper limb including shoulder
D2270,melanocytic nevi of unspecified lower limb including hip
D2271,melanocytic nevi of right lower limb including hip
D2272,melanocytic nevi of left lower limb including hip
D229,melanocytic nevi unspecified
D230,other benign neoplasm of skin of lip
D2310,other benign neoplasm of skin of unspecified eyelid including canthus
D2311,other benign neoplasm of skin of right eyelid including canthus
D23111,other benign neoplasm of skin of right upper eyelid including canthus
D23112,other benign neoplasm of skin of right lower eyelid including canthus
D2312,other benign neoplasm of skin of left eyelid including canthus
D23121,other benign neoplasm of skin of left upper eyelid including canthus
D23122,other benign neoplasm of skin of left lower eyelid including canthus
D2320,other benign neoplasm of skin of unspecified ear and external auricular canal
D2321,other benign neoplasm of skin of right ear and external auricular canal
D2322,other benign neoplasm of skin of left ear and external auricular canal
D2330,other benign neoplasm of skin of unspecified part of face
D2339,other benign neoplasm of skin of other parts of face
D234,other benign neoplasm of skin of scalp and neck
D235,other benign neoplasm of skin of trunk
D2360,other benign neoplasm of skin of unspecified upper limb including shoulder
D2361,other benign neoplasm of skin of right upper limb including shoulder
D2362,other benign neoplasm of skin of left upper limb including shoulder
D2370,other benign neoplasm of skin of unspecified lower limb including hip
D2371,other benign neoplasm of skin of right lower limb including hip
D2372,other benign neoplasm of skin of left lower limb including hip
D239,other benign neoplasm of skin unspecified
D241,benign neoplasm of right breast
D242,benign neoplasm of left breast
D249,benign neoplasm of unspecified breast
D250,submucous leiomyoma of uterus
D251,intramural leiomyoma of uterus
D252,subserosal leiomyoma of uterus
D259,leiomyoma of uterus unspecified
D260,other benign neoplasm of cervix uteri
D261,other benign neoplasm of corpus uteri
D267,other benign neoplasm of other parts of uterus
D269,other benign neoplasm of uterus unspecified
D270,benign neoplasm of right ovary
D271,benign neoplasm of left ovary
D279,benign neoplasm of unspecified ovary
D280,benign neoplasm of vulva
D281,benign neoplasm of vagina
D282,benign neoplasm of uterine tubes and ligaments
D287,benign neoplasm of other specified female genital organs
D289,benign neoplasm of female genital organ unspecified
D290,benign neoplasm of penis
D291,benign neoplasm of prostate
D2920,benign neoplasm of unspecified testis
D2921,benign neoplasm of right testis
D2922,benign neoplasm of left testis
D2930,benign neoplasm of unspecified epididymis
D2931,benign neoplasm of right epididymis
D2932,benign neoplasm of left epididymis
D294,benign neoplasm of scrotum
D298,benign neoplasm of other specified male genital organs
D299,benign neoplasm of male genital organ unspecified
D3000,benign neoplasm of unspecified kidney
D3001,benign neoplasm of right kidney
D3002,benign neoplasm of left kidney
D3010,benign neoplasm of unspecified renal pelvis
D3011,benign neoplasm of right renal pelvis
D3012,benign neoplasm of left renal pelvis
D3020,benign neoplasm of unspecified ureter
D3021,benign neoplasm of right ureter
D3022,benign neoplasm of left ureter
D303,benign neoplasm of bladder
D304,benign neoplasm of urethra
D308,benign neoplasm of other specified urinary organs
D309,benign neoplasm of urinary organ unspecified
D3100,benign neoplasm of unspecified conjunctiva
D3101,benign neoplasm of right conjunctiva
D3102,benign neoplasm of left conjunctiva
D3110,benign neoplasm of unspecified cornea
D3111,benign neoplasm of right cornea
D3112,benign neoplasm of left cornea
D3120,benign neoplasm of unspecified retina
D3121,benign neoplasm of right retina
D3122,benign neoplasm of left retina
D3130,benign neoplasm of unspecified choroid
D3131,benign neoplasm of right choroid
D3132,benign neoplasm of left choroid
D3140,benign neoplasm of unspecified ciliary body
D3141,benign neoplasm of right ciliary body
D3142,benign neoplasm of left ciliary body
D3150,benign neoplasm of unspecified lacrimal gland and duct
D3151,benign neoplasm of right lacrimal gland and duct
D3152,benign neoplasm of left lacrimal gland and duct
D3160,benign neoplasm of unspecified site of unspecified orbit
D3161,benign neoplasm of unspecified site of right orbit
D3162,benign neoplasm of unspecified site of left orbit
D3190,benign neoplasm of unspecified part of unspecified eye
D3191,benign neoplasm of unspecified part of right eye
D3192,benign neoplasm of unspecified part of left eye
D320,benign neoplasm of cerebral meninges
D321,benign neoplasm of spinal meninges
D329,benign neoplasm of meninges unspecified
D330,benign neoplasm of brain supratentorial
D331,benign neoplasm of brain infratentorial
D332,benign neoplasm of brain unspecified
D333,benign neoplasm of cranial nerves
D334,benign neoplasm of spinal cord
D337,benign neoplasm of other specified parts of central nervous system
D339,benign neoplasm of central nervous system unspecified
D34,benign neoplasm of thyroid gland
D3500,benign neoplasm of unspecified adrenal gland
D3501,benign neoplasm of right adrenal gland
D3502,benign neoplasm of left adrenal gland
D351,benign neoplasm of parathyroid gland
D352,benign neoplasm of pituitary gland
D353,benign neoplasm of craniopharyngeal duct
D354,benign neoplasm of pineal gland
D355,benign neoplasm of carotid body
D356,benign neoplasm of aortic body and other paraganglia
D357,benign neoplasm of other specified endocrine glands
D359,benign neoplasm of endocrine gland unspecified
D360,benign neoplasm of lymph nodes
D3610,benign neoplasm of peripheral nerves and autonomic nervous system unspecified
D3611,benign neoplasm of peripheral nerves and autonomic nervous system of face head and neck
D3612,benign neoplasm of peripheral nerves and autonomic nervous system upper limb including shoulder
D3613,benign neoplasm of peripheral nerves and autonomic nervous system of lower limb including hip
D3614,benign neoplasm of peripheral nerves and autonomic nervous system of thorax
D3615,benign neoplasm of peripheral nerves and autonomic nervous system of abdomen
D3616,benign neoplasm of peripheral nerves and autonomic nervous system of pelvis
D3617,benign neoplasm of peripheral nerves and autonomic nervous system of trunk unspecified
D367,benign neoplasm of other specified sites
D369,benign neoplasm unspecified site
D3701,neoplasm of uncertain behavior of lip
D3702,neoplasm of uncertain behavior of tongue
D37030,neoplasm of uncertain behavior of the parotid salivary glands
D37031,neoplasm of uncertain behavior of the sublingual salivary glands
D37032,neoplasm of uncertain behavior of the submandibular salivary glands
D37039,neoplasm of uncertain behavior of the major salivary glands unspecified
D3704,neoplasm of uncertain behavior of the minor salivary glands
D3705,neoplasm of uncertain behavior of pharynx
D3709,neoplasm of uncertain behavior of other specified sites of the oral cavity
D371,neoplasm of uncertain behavior of stomach
D372,neoplasm of uncertain behavior of small intestine
D373,neoplasm of uncertain behavior of appendix
D374,neoplasm of uncertain behavior of colon
D375,neoplasm of uncertain behavior of rectum
D376,neoplasm of uncertain behavior of liver gallbladder and bile ducts
D378,neoplasm of uncertain behavior of other specified digestive organs
D379,neoplasm of uncertain behavior of digestive organ unspecified
D380,neoplasm of uncertain behavior of larynx
D381,neoplasm of uncertain behavior of trachea bronchus and lung
D382,neoplasm of uncertain behavior of pleura
D383,neoplasm of uncertain behavior of mediastinum
D384,neoplasm of uncertain behavior of thymus
D385,neoplasm of uncertain behavior of other respiratory organs
D386,neoplasm of uncertain behavior of respiratory organ unspecified
D390,neoplasm of uncertain behavior of uterus
D3910,neoplasm of uncertain behavior of unspecified ovary
D3911,neoplasm of uncertain behavior of right ovary
D3912,neoplasm of uncertain behavior of left ovary
D392,neoplasm of uncertain behavior of placenta
D398,neoplasm of uncertain behavior of other specified female genital organs
D399,neoplasm of uncertain behavior of female genital organ unspecified
D3A00,benign carcinoid tumor of unspecified site
D3A010,benign carcinoid tumor of the duodenum
D3A011,benign carcinoid tumor of the jejunum
D3A012,benign carcinoid tumor of the ileum
D3A019,benign carcinoid tumor of the small intestine unspecified portion
D3A020,benign carcinoid tumor of the appendix
D3A021,benign carcinoid tumor of the cecum
D3A022,benign carcinoid tumor of the ascending colon
D3A023,benign carcinoid tumor of the transverse colon
D3A024,benign carcinoid tumor of the descending colon
D3A025,benign carcinoid tumor of the sigmoid colon
D3A026,benign carcinoid tumor of the rectum
D3A029,benign carcinoid tumor of the large intestine unspecified portion
D3A090,benign carcinoid tumor of the bronchus and lung
D3A091,benign carcinoid tumor of the thymus
D3A092,benign carcinoid tumor of the stomach
D3A093,benign carcinoid tumor of the kidney
D3A094,benign carcinoid tumor of the foregut unspecified
